,category,cardatatype,target
7691,Female,Coupe,1
7692,Female,Hatchback,0
7693,Male,Convertible,1
7694,Male,MUV,1
7695,Male,Coupe,0
7696,Male,Convertible,1
7697,Male,Coupe,1
7698,Female,Coupe,0
7699,Female,Coupe,1
7700,Male,Convertible,1
7701,Female,SUV,1
7702,Female,Coupe,1
7703,Female,MUV,0
7704,Male,Hatchback,0
7705,Male,Sedan,0
7706,Male,Hatchback,1
7707,Male,Convertible,1
7708,Male,Convertible,0
7709,Male,SUV,1
7710,Male,Convertible,1
7711,Female,MUV,0
7712,Male,Sedan,1
7713,Male,Coupe,1
7714,Male,Coupe,0
7715,Female,Sedan,1
7716,Male,SUV,0
7717,Male,Sedan,0
7718,Male,Sedan,1
7719,Male,Sedan,1
7720,Male,Sedan,0
7721,Female,Coupe,1
7722,Male,SUV,0
7723,Male,Coupe,0
7724,Female,Convertible,1
7725,Male,Convertible,0
7726,Female,Sedan,0
7727,Male,Convertible,0
7728,Male,Convertible,0
7729,Female,MUV,1
7730,Female,Convertible,1
7731,Male,Hatchback,1
7732,Female,Convertible,0
7733,Female,Sedan,0
7734,Female,Coupe,1
7735,Female,MUV,0
7736,Female,MUV,1
7737,Male,Coupe,0
7738,Female,Sedan,0
7739,Female,Convertible,0
7740,Female,Hatchback,1
7741,Male,Coupe,0
7742,Female,Hatchback,0
7743,Male,Convertible,0
7744,Female,MUV,1
7745,Female,Sedan,0
7746,Male,Sedan,0
7747,Male,Sedan,0
7748,Female,MUV,0
7749,Male,Coupe,1
7750,Female,MUV,1
7751,Female,MUV,1
7752,Male,Hatchback,0
7753,Male,SUV,0
7754,Female,Hatchback,1
7755,Male,Coupe,1
7756,Female,MUV,1
7757,Female,Hatchback,1
7758,Male,SUV,0
7759,Female,Coupe,0
7760,Male,Hatchback,0
7761,Male,Coupe,0
7762,Male,Coupe,0
7763,Male,Coupe,1
7764,Female,Hatchback,1
7765,Female,SUV,0
7766,Male,MUV,0
7767,Male,Convertible,1
7768,Female,Sedan,0
7769,Male,SUV,1
7770,Male,Sedan,1
7771,Male,Sedan,0
7772,Female,Coupe,0
7773,Female,Convertible,1
7774,Female,Coupe,0
7775,Female,Convertible,1
7776,Male,Sedan,0
7777,Male,Hatchback,1
7778,Male,Hatchback,1
7779,Female,Coupe,1
7780,Male,Sedan,1
7781,Female,Hatchback,0
7782,Female,Sedan,1
7783,Female,Coupe,0
7784,Male,Convertible,0
7785,Female,Hatchback,0
7786,Female,SUV,1
7787,Male,Sedan,1
7788,Female,Hatchback,0
7789,Male,Hatchback,1
7790,Male,Hatchback,1
7791,Female,Coupe,1
7792,Male,Convertible,1
7793,Female,Sedan,1
7794,Male,MUV,1
7795,Female,MUV,0
7796,Male,MUV,0
7797,Male,MUV,1
7798,Female,Sedan,0
7799,Female,Coupe,1
7800,Male,MUV,0
7801,Female,Sedan,1
7802,Female,Sedan,0
7803,Male,Convertible,0
7804,Female,MUV,1
7805,Male,Coupe,0
7806,Female,Convertible,1
7807,Male,Sedan,1
7808,Male,MUV,0
7809,Female,Convertible,0
7810,Female,Sedan,1
7811,Female,Coupe,0
7812,Male,MUV,1
7813,Male,Convertible,0
7814,Female,SUV,1
7815,Male,Coupe,1
7816,Male,Convertible,1
7817,Female,Sedan,1
7818,Female,Coupe,1
7819,Male,Convertible,1
7820,Male,Convertible,0
7821,Female,Hatchback,0
7822,Female,Hatchback,1
7823,Male,MUV,1
7824,Male,Hatchback,0
7825,Male,MUV,0
7826,Female,Coupe,1
7827,Male,Sedan,1
7828,Female,Hatchback,0
7829,Female,Sedan,1
7830,Male,Convertible,1
7831,Female,MUV,1
7832,Female,SUV,0
7833,Female,Sedan,0
7834,Male,Hatchback,0
7835,Female,Hatchback,0
7836,Male,Convertible,0
7837,Male,Sedan,1
7838,Female,SUV,1
7839,Male,Hatchback,1
7840,Female,Sedan,0
7841,Female,Sedan,1
7842,Female,Hatchback,0
7843,Male,Convertible,0
7844,Male,Coupe,0
7845,Male,SUV,0
7846,Male,MUV,0
7847,Female,Convertible,0
7848,Female,Coupe,0
7849,Male,Convertible,0
7850,Female,Hatchback,0
7851,Male,SUV,0
7852,Female,Convertible,1
7853,Male,Hatchback,0
7854,Male,Hatchback,1
7855,Male,MUV,1
7856,Female,Coupe,0
7857,Female,Convertible,0
7858,Female,Convertible,1
7859,Male,SUV,1
7860,Female,Convertible,0
7861,Female,Hatchback,0
7862,Male,Convertible,1
7863,Female,Sedan,0
7864,Male,Convertible,0
7865,Male,Hatchback,0
7866,Male,MUV,0
7867,Female,Hatchback,1
7868,Male,Coupe,0
7869,Male,SUV,1
7870,Male,Hatchback,0
7871,Female,Hatchback,1
7872,Male,Sedan,1
7873,Male,Convertible,0
7874,Female,Sedan,0
7875,Female,Convertible,1
7876,Male,SUV,0
7877,Female,Coupe,1
7878,Female,Sedan,1
7879,Male,Convertible,1
7880,Female,Coupe,1
7881,Female,Convertible,0
7882,Female,Hatchback,1
7883,Female,Sedan,1
7884,Female,SUV,1
7885,Female,Convertible,0
7886,Female,Sedan,1
7887,Female,Convertible,1
7888,Male,MUV,1
7889,Female,Hatchback,1
7890,Female,Convertible,0
7891,Female,MUV,1
7892,Female,Coupe,1
7893,Female,Hatchback,1
7894,Male,SUV,0
7895,Female,Coupe,0
7896,Female,Convertible,1
7897,Male,Hatchback,1
7898,Male,Hatchback,0
7899,Female,Convertible,0
7900,Male,Convertible,0
7901,Female,Convertible,0
7902,Female,SUV,1
7903,Female,SUV,1
7904,Female,SUV,0
7905,Female,Convertible,0
7906,Female,MUV,0
7907,Male,Coupe,1
7908,Female,MUV,1
7909,Male,MUV,0
7910,Male,Sedan,1
7911,Male,MUV,0
7912,Female,Hatchback,0
7913,Male,Convertible,0
7914,Male,Convertible,0
7915,Female,Sedan,1
7916,Male,Hatchback,1
7917,Male,Coupe,0
7918,Male,Coupe,1
7919,Male,Hatchback,0
7920,Male,Convertible,0
7921,Male,Coupe,1
7922,Male,Convertible,0
7923,Female,SUV,1
7924,Female,SUV,0
7925,Female,Convertible,0
7926,Female,SUV,1
7927,Male,Hatchback,1
7928,Female,Convertible,0
7929,Male,Convertible,1
7930,Female,Convertible,0
7931,Female,Sedan,1
7932,Female,MUV,0
7933,Female,MUV,0
7934,Female,Convertible,0
7935,Female,Convertible,0
7936,Female,Sedan,0
7937,Female,Hatchback,0
7938,Male,Convertible,1
7939,Female,Convertible,0
7940,Female,Hatchback,1
7941,Female,Coupe,1
7942,Male,MUV,0
7943,Female,Sedan,0
7944,Female,SUV,0
7945,Female,SUV,1
7946,Female,Coupe,1
7947,Female,Convertible,1
7948,Female,MUV,1
7949,Female,MUV,1
7950,Female,SUV,1
7951,Male,Sedan,1
7952,Female,MUV,1
7953,Female,Coupe,1
7954,Male,SUV,0
7955,Female,Hatchback,1
7956,Female,MUV,0
7957,Female,Coupe,1
7958,Female,Hatchback,1
7959,Male,Convertible,0
7960,Female,SUV,0
7961,Male,SUV,0
7962,Female,Convertible,1
7963,Male,Hatchback,1
7964,Female,MUV,0
7965,Male,MUV,0
7966,Female,SUV,0
7967,Female,Hatchback,0
7968,Female,Convertible,0
7969,Male,SUV,0
7970,Male,MUV,1
7971,Female,Convertible,0
7972,Male,MUV,1
7973,Female,Convertible,1
7974,Female,Sedan,1
7975,Male,MUV,0
7976,Male,Hatchback,0
7977,Female,SUV,0
7978,Male,MUV,0
7979,Female,Sedan,1
7980,Female,Convertible,0
7981,Male,Convertible,1
7982,Female,Coupe,1
7983,Male,SUV,0
7984,Female,Sedan,1
7985,Female,Sedan,1
7986,Female,SUV,0
7987,Male,Sedan,1
7988,Female,Sedan,1
7989,Male,Sedan,0
7990,Male,MUV,1
7991,Female,Convertible,0
7992,Female,Convertible,0
7993,Male,Hatchback,0
7994,Female,Sedan,1
7995,Male,Coupe,1
7996,Female,SUV,0
7997,Male,Sedan,1
7998,Male,MUV,0
7999,Male,Coupe,0
8000,Male,Sedan,0
8001,Female,Sedan,1
8002,Female,Coupe,1
8003,Female,SUV,1
8004,Female,Coupe,0
8005,Female,Hatchback,1
8006,Male,MUV,1
8007,Female,Coupe,0
8008,Male,Coupe,0
8009,Male,Hatchback,1
8010,Female,Convertible,1
8011,Male,Coupe,1
8012,Male,MUV,0
8013,Female,MUV,1
8014,Female,Convertible,0
8015,Female,Sedan,1
8016,Female,Coupe,1
8017,Male,SUV,1
8018,Male,Coupe,1
8019,Male,SUV,0
8020,Female,Sedan,0
8021,Female,Coupe,0
8022,Male,Convertible,1
8023,Female,Sedan,1
8024,Male,Sedan,0
8025,Male,Sedan,0
8026,Female,SUV,0
8027,Male,Coupe,1
8028,Male,Coupe,1
8029,Male,SUV,1
8030,Female,Convertible,1
8031,Female,Convertible,0
8032,Male,Hatchback,1
8033,Male,Convertible,0
8034,Female,Sedan,1
8035,Male,MUV,1
8036,Male,Sedan,1
8037,Female,Convertible,1
8038,Male,MUV,0
8039,Female,Sedan,0
8040,Female,Hatchback,1
8041,Female,MUV,1
8042,Male,Sedan,0
8043,Male,Sedan,1
8044,Female,MUV,1
8045,Male,MUV,1
8046,Female,Hatchback,0
8047,Female,Coupe,1
8048,Male,Sedan,0
8049,Male,Hatchback,1
8050,Male,Sedan,0
8051,Female,Hatchback,0
8052,Female,Hatchback,0
8053,Female,Convertible,1
8054,Male,Coupe,1
8055,Female,Hatchback,1
8056,Male,Convertible,1
8057,Male,Sedan,1
8058,Female,Hatchback,1
8059,Male,Hatchback,0
8060,Male,MUV,0
8061,Male,SUV,0
8062,Female,Convertible,1
8063,Female,Coupe,1
8064,Female,Convertible,1
8065,Male,Sedan,1
8066,Male,Sedan,0
8067,Male,Sedan,0
8068,Female,Hatchback,1
8069,Female,Coupe,0
8070,Female,Convertible,1
8071,Male,Convertible,0
8072,Male,MUV,1
8073,Male,SUV,1
8074,Male,SUV,1
8075,Male,Coupe,0
8076,Female,MUV,1
8077,Female,MUV,1
8078,Male,SUV,0
8079,Male,Convertible,0
8080,Female,SUV,1
8081,Female,MUV,1
8082,Male,Convertible,1
8083,Female,Coupe,1
8084,Female,SUV,0
8085,Female,Convertible,0
8086,Female,Sedan,1
8087,Female,SUV,0
8088,Female,Coupe,0
8089,Female,Coupe,0
8090,Male,Convertible,0
8091,Female,SUV,1
8092,Male,Hatchback,0
8093,Male,Hatchback,0
8094,Male,SUV,0
8095,Female,SUV,0
8096,Male,Sedan,0
8097,Female,MUV,1
8098,Female,Coupe,0
8099,Female,Sedan,0
8100,Male,MUV,0
8101,Female,Hatchback,0
8102,Female,Sedan,0
8103,Male,MUV,1
8104,Female,MUV,0
8105,Male,Convertible,1
8106,Male,Sedan,1
8107,Female,Convertible,1
8108,Male,Sedan,0
8109,Male,SUV,1
8110,Male,Convertible,0
8111,Male,Coupe,1
8112,Male,Hatchback,0
8113,Female,MUV,1
8114,Male,Coupe,1
8115,Female,Convertible,1
8116,Male,SUV,1
8117,Male,SUV,0
8118,Female,SUV,0
8119,Female,Convertible,1
8120,Male,MUV,1
8121,Female,Sedan,0
8122,Male,Coupe,0
8123,Male,Sedan,0
8124,Male,Sedan,1
8125,Male,SUV,0
8126,Female,Hatchback,1
8127,Male,SUV,1
8128,Male,SUV,1
8129,Female,Sedan,0
8130,Female,Sedan,1
8131,Female,Sedan,1
8132,Female,Convertible,0
8133,Male,Convertible,0
8134,Female,Coupe,0
8135,Male,Sedan,1
8136,Female,MUV,1
8137,Female,SUV,1
8138,Female,Sedan,1
8139,Male,Hatchback,0
8140,Female,Sedan,0
8141,Male,Hatchback,0
8142,Male,SUV,0
8143,Female,Coupe,1
8144,Female,Hatchback,0
8145,Female,Hatchback,0
8146,Female,Convertible,0
8147,Female,SUV,0
8148,Female,Sedan,0
8149,Female,Sedan,1
8150,Female,Sedan,1
8151,Female,SUV,1
8152,Male,Hatchback,0
8153,Male,Coupe,1
8154,Female,Sedan,1
8155,Female,Sedan,0
8156,Female,MUV,0
8157,Female,MUV,0
8158,Female,MUV,1
8159,Female,Hatchback,0
8160,Female,Convertible,1
8161,Male,Hatchback,1
8162,Male,MUV,0
8163,Male,SUV,0
8164,Female,Coupe,1
8165,Male,SUV,1
8166,Female,MUV,1
8167,Male,Sedan,1
8168,Female,MUV,0
8169,Male,Sedan,0
8170,Female,MUV,1
8171,Male,Hatchback,1
8172,Female,Convertible,0
8173,Female,Convertible,0
8174,Male,Hatchback,0
8175,Female,Coupe,1
8176,Female,Hatchback,1
8177,Male,MUV,1
8178,Male,Hatchback,1
8179,Male,Hatchback,1
8180,Male,MUV,1
8181,Female,MUV,1
8182,Female,MUV,0
8183,Female,Coupe,1
8184,Male,MUV,1
8185,Male,Convertible,1
8186,Male,Sedan,0
8187,Female,Sedan,0
8188,Male,Convertible,0
8189,Male,SUV,0
8190,Female,SUV,0
8191,Female,Coupe,1
8192,Female,Convertible,0
8193,Male,Convertible,1
8194,Male,Hatchback,1
8195,Male,MUV,0
8196,Male,Coupe,0
8197,Male,MUV,0
8198,Female,MUV,0
8199,Male,Coupe,0
8200,Male,Coupe,0
8201,Male,Coupe,0
8202,Male,Convertible,1
8203,Male,Coupe,0
8204,Female,Convertible,0
8205,Female,SUV,0
8206,Male,SUV,0
8207,Male,Convertible,0
8208,Male,Coupe,1
8209,Male,MUV,0
8210,Female,MUV,1
8211,Male,Convertible,1
8212,Female,SUV,0
8213,Male,Convertible,1
8214,Female,Coupe,1
8215,Female,SUV,1
8216,Female,Hatchback,0
8217,Female,Hatchback,0
8218,Male,SUV,1
8219,Male,SUV,0
8220,Male,MUV,1
8221,Male,Coupe,1
8222,Male,SUV,1
8223,Male,Coupe,0
8224,Male,Convertible,0
8225,Male,Sedan,0
8226,Male,Sedan,0
8227,Female,MUV,1
8228,Female,Hatchback,1
8229,Male,SUV,0
8230,Female,SUV,0
8231,Male,Hatchback,1
8232,Male,SUV,1
8233,Male,Hatchback,1
8234,Female,Coupe,0
8235,Male,SUV,0
8236,Female,Sedan,0
8237,Female,MUV,1
8238,Female,MUV,1
8239,Male,Hatchback,0
8240,Female,Coupe,0
8241,Female,Hatchback,1
8242,Male,Convertible,0
8243,Male,Hatchback,0
8244,Male,MUV,0
8245,Female,Coupe,1
8246,Male,Convertible,0
8247,Male,MUV,1
8248,Female,Convertible,0
8249,Female,Sedan,0
8250,Male,Hatchback,1
8251,Male,Hatchback,1
8252,Female,MUV,1
8253,Female,Convertible,1
8254,Female,SUV,1
8255,Male,Coupe,0
8256,Male,Convertible,0
8257,Female,Hatchback,1
8258,Female,Convertible,1
8259,Female,Convertible,1
8260,Female,Sedan,1
8261,Male,Hatchback,0
8262,Female,Sedan,1
8263,Female,Coupe,1
8264,Female,SUV,1
8265,Female,MUV,0
8266,Male,Hatchback,0
8267,Female,Coupe,1
8268,Female,Coupe,1
8269,Female,Coupe,1
8270,Male,MUV,1
8271,Male,MUV,1
8272,Female,SUV,1
8273,Female,Convertible,1
8274,Male,SUV,1
8275,Male,SUV,0
8276,Male,Hatchback,0
8277,Female,Sedan,0
8278,Male,MUV,0
8279,Male,Sedan,1
8280,Female,MUV,0
8281,Male,Coupe,1
8282,Male,SUV,1
8283,Female,SUV,0
8284,Male,Sedan,0
8285,Female,SUV,1
8286,Female,SUV,1
8287,Female,SUV,0
8288,Female,MUV,1
8289,Male,Coupe,1
8290,Female,MUV,1
8291,Male,Hatchback,1
8292,Male,MUV,1
8293,Female,MUV,1
8294,Female,Hatchback,1
8295,Female,MUV,0
8296,Female,Sedan,0
8297,Female,SUV,0
8298,Male,MUV,1
8299,Female,Coupe,0
8300,Female,Convertible,0
8301,Female,SUV,0
8302,Male,Hatchback,1
8303,Female,Hatchback,0
8304,Male,SUV,1
8305,Male,SUV,1
8306,Male,Hatchback,1
8307,Female,Sedan,0
8308,Female,Hatchback,0
8309,Male,Hatchback,1
8310,Female,Coupe,0
8311,Female,Coupe,1
8312,Female,Convertible,1
8313,Female,Sedan,0
8314,Male,Coupe,1
8315,Male,Coupe,1
8316,Female,Convertible,0
8317,Female,Hatchback,1
8318,Male,Convertible,1
8319,Female,Convertible,0
8320,Female,Coupe,0
8321,Male,Convertible,1
8322,Female,Sedan,1
8323,Female,MUV,0
8324,Female,Hatchback,0
8325,Male,MUV,1
8326,Male,SUV,0
8327,Male,Sedan,0
8328,Female,Coupe,1
8329,Female,Convertible,0
8330,Male,Hatchback,1
8331,Female,Convertible,0
8332,Male,Sedan,0
8333,Female,Sedan,1
8334,Female,SUV,0
8335,Male,MUV,1
8336,Female,Convertible,0
8337,Female,Convertible,0
8338,Male,Convertible,0
8339,Female,Convertible,1
8340,Male,Sedan,1
8341,Male,MUV,0
8342,Female,Hatchback,1
8343,Female,Coupe,0
8344,Female,Sedan,0
8345,Female,Hatchback,1
8346,Male,Sedan,0
8347,Female,Convertible,1
8348,Male,SUV,0
8349,Female,Convertible,0
8350,Male,MUV,1
8351,Male,Convertible,1
8352,Female,Sedan,0
8353,Female,Hatchback,1
8354,Female,MUV,1
8355,Female,Coupe,1
8356,Female,Convertible,0
8357,Female,Convertible,0
8358,Female,Hatchback,0
8359,Male,Convertible,1
8360,Female,SUV,1
8361,Female,Sedan,0
8362,Male,Hatchback,0
8363,Male,MUV,0
8364,Female,SUV,0
8365,Female,MUV,1
8366,Male,Sedan,0
8367,Female,SUV,1
8368,Male,MUV,0
8369,Male,MUV,1
8370,Female,Sedan,0
8371,Male,Hatchback,1
8372,Female,Convertible,0
8373,Female,Coupe,1
8374,Male,Coupe,1
8375,Female,Hatchback,0
8376,Male,Hatchback,0
8377,Male,Hatchback,1
8378,Male,Coupe,1
8379,Female,Hatchback,0
8380,Female,Convertible,0
8381,Female,MUV,1
8382,Male,Hatchback,1
8383,Male,Coupe,1
8384,Female,SUV,0
8385,Female,Convertible,0
8386,Male,Convertible,1
8387,Male,Sedan,0
8388,Male,Coupe,1
8389,Male,Hatchback,0
8390,Female,Coupe,1
8391,Male,Sedan,0
8392,Female,SUV,0
8393,Male,Coupe,0
8394,Male,MUV,0
8395,Female,Sedan,0
8396,Male,Sedan,1
8397,Male,Convertible,1
8398,Female,MUV,1
8399,Male,Hatchback,0
8400,Female,Hatchback,0
8401,Male,SUV,0
8402,Female,Coupe,0
8403,Male,Coupe,1
8404,Female,Hatchback,1
8405,Female,Convertible,1
8406,Female,Coupe,1
8407,Male,Hatchback,1
8408,Female,Sedan,0
8409,Female,Sedan,0
8410,Female,MUV,1
8411,Male,Sedan,1
8412,Male,Coupe,1
8413,Female,MUV,0
8414,Female,Convertible,0
8415,Female,Sedan,0
8416,Female,SUV,1
8417,Male,Coupe,1
8418,Female,Sedan,1
8419,Male,Hatchback,0
8420,Male,MUV,1
8421,Female,Coupe,0
8422,Male,SUV,1
8423,Female,Convertible,0
8424,Male,MUV,0
8425,Male,MUV,1
8426,Male,Sedan,0
8427,Male,Convertible,0
8428,Male,Hatchback,0
8429,Male,MUV,0
8430,Female,Hatchback,0
8431,Female,Hatchback,0
8432,Male,Hatchback,1
8433,Female,Hatchback,0
8434,Male,SUV,1
8435,Male,MUV,0
8436,Female,Convertible,0
8437,Female,Coupe,1
8438,Female,SUV,1
8439,Female,Convertible,1
8440,Female,MUV,0
8441,Female,Sedan,0
8442,Female,SUV,1
8443,Male,SUV,1
8444,Male,Sedan,1
8445,Male,Sedan,0
8446,Female,Convertible,0
8447,Male,MUV,0
8448,Female,SUV,0
8449,Female,Convertible,0
8450,Female,SUV,1
8451,Male,MUV,0
8452,Female,SUV,0
8453,Female,Hatchback,1
8454,Female,Hatchback,1
8455,Male,SUV,1
8456,Female,MUV,0
8457,Male,Hatchback,1
8458,Female,Sedan,1
8459,Male,MUV,1
8460,Male,Hatchback,0
8461,Female,SUV,0
8462,Male,Sedan,1
8463,Male,MUV,1
8464,Female,Convertible,0
8465,Female,MUV,0
8466,Female,Convertible,0
8467,Male,Sedan,0
8468,Male,MUV,0
8469,Female,Hatchback,0
8470,Female,MUV,1
8471,Female,Hatchback,0
8472,Male,Hatchback,0
8473,Female,SUV,1
8474,Female,Convertible,0
8475,Female,SUV,1
8476,Female,Sedan,1
8477,Female,Coupe,1
8478,Male,Sedan,0
8479,Female,MUV,0
8480,Male,Coupe,1
8481,Female,SUV,0
8482,Female,MUV,0
8483,Female,Hatchback,1
8484,Female,Convertible,1
8485,Male,Convertible,0
8486,Female,Sedan,1
8487,Male,Sedan,1
8488,Female,Coupe,1
8489,Male,Convertible,0
8490,Female,SUV,0
8491,Male,Hatchback,0
8492,Female,MUV,0
8493,Female,Convertible,0
8494,Male,Sedan,1
8495,Male,Hatchback,0
8496,Female,Sedan,1
8497,Male,SUV,0
8498,Female,Sedan,1
8499,Female,MUV,1
8500,Female,MUV,1
8501,Male,MUV,0
8502,Male,Sedan,1
8503,Male,Hatchback,1
8504,Male,MUV,1
8505,Male,Coupe,0
8506,Female,MUV,0
8507,Male,Hatchback,1
8508,Male,MUV,0
8509,Female,Hatchback,0
8510,Male,Coupe,1
8511,Male,Convertible,1
8512,Male,Sedan,0
8513,Male,Hatchback,1
8514,Male,MUV,0
8515,Female,Coupe,1
8516,Female,Hatchback,1
8517,Female,Hatchback,1
8518,Male,Convertible,1
8519,Female,Hatchback,0
8520,Male,Coupe,0
8521,Male,Coupe,0
8522,Male,Hatchback,0
8523,Female,MUV,0
8524,Male,MUV,1
8525,Female,Convertible,1
8526,Female,Convertible,1
8527,Female,Coupe,1
8528,Female,Hatchback,0
8529,Female,SUV,0
8530,Male,Sedan,1
8531,Female,Convertible,1
8532,Male,SUV,1
8533,Female,Convertible,1
8534,Male,SUV,0
8535,Female,Sedan,1
8536,Male,Coupe,1
8537,Female,Coupe,1
8538,Male,SUV,1
8539,Female,MUV,1
8540,Male,SUV,0
8541,Male,Sedan,0
8542,Female,Convertible,0
8543,Female,Sedan,0
8544,Female,Coupe,0
8545,Male,MUV,1
8546,Female,SUV,1
8547,Male,SUV,1
8548,Male,SUV,1
8549,Male,Coupe,1
8550,Female,SUV,1
8551,Female,Convertible,1
8552,Male,Convertible,1
8553,Female,Sedan,1
8554,Male,SUV,0
8555,Male,Hatchback,0
8556,Female,MUV,0
8557,Female,Hatchback,1
8558,Male,Coupe,1
8559,Male,Hatchback,0
8560,Female,Convertible,0
8561,Male,Hatchback,0
8562,Male,Hatchback,1
8563,Male,Hatchback,1
8564,Female,Coupe,1
8565,Male,Hatchback,0
8566,Female,Hatchback,1
8567,Male,Convertible,1
8568,Male,Sedan,1
8569,Female,MUV,0
8570,Male,SUV,1
8571,Male,SUV,1
8572,Female,SUV,0
8573,Male,Sedan,1
8574,Female,Hatchback,0
8575,Male,SUV,1
8576,Male,Coupe,1
8577,Female,MUV,0
8578,Male,Hatchback,1
8579,Female,Coupe,1
8580,Female,Convertible,0
8581,Female,Coupe,0
8582,Male,Coupe,0
8583,Female,MUV,1
8584,Male,Hatchback,0
8585,Female,Sedan,1
8586,Male,Sedan,0
8587,Male,MUV,0
8588,Female,Convertible,0
8589,Female,MUV,0
8590,Female,Coupe,1
8591,Female,SUV,1
8592,Female,MUV,0
8593,Female,MUV,1
8594,Female,MUV,1
8595,Female,Convertible,0
8596,Male,Hatchback,0
8597,Male,Convertible,1
8598,Male,Coupe,1
8599,Male,Hatchback,0
8600,Female,Hatchback,0
8601,Female,Convertible,1
8602,Male,Convertible,0
8603,Female,Sedan,1
8604,Female,Convertible,1
8605,Male,Coupe,1
8606,Female,Convertible,0
8607,Female,SUV,0
8608,Male,Convertible,0
8609,Female,SUV,1
8610,Male,Convertible,0
8611,Male,Hatchback,1
8612,Female,Convertible,0
8613,Female,Sedan,1
8614,Male,Sedan,0
8615,Female,SUV,0
8616,Female,Sedan,0
8617,Female,Hatchback,1
8618,Female,Sedan,1
8619,Male,SUV,0
8620,Male,SUV,0
8621,Female,Sedan,0
8622,Male,Convertible,1
8623,Male,Sedan,1
8624,Male,Sedan,1
8625,Male,Hatchback,1
8626,Male,Hatchback,0
8627,Male,Hatchback,0
8628,Male,MUV,0
8629,Female,Sedan,0
8630,Female,Coupe,1
8631,Female,Sedan,1
8632,Female,SUV,1
8633,Male,Sedan,0
8634,Male,Sedan,1
8635,Male,Hatchback,0
8636,Male,MUV,1
8637,Male,MUV,1
8638,Male,Coupe,1
8639,Male,SUV,0
8640,Female,MUV,1
8641,Female,Sedan,1
8642,Male,Convertible,1
8643,Female,Hatchback,0
8644,Male,Convertible,1
8645,Female,Convertible,1
8646,Male,Convertible,1
8647,Male,SUV,1
8648,Male,Coupe,0
8649,Male,Convertible,1
8650,Male,Coupe,1
8651,Male,Hatchback,1
8652,Female,MUV,1
8653,Female,MUV,0
8654,Male,SUV,1
8655,Male,Sedan,1
8656,Male,Hatchback,1
8657,Female,Sedan,0
8658,Female,Coupe,0
8659,Female,MUV,1
8660,Male,MUV,1
8661,Male,SUV,1
8662,Male,Coupe,1
8663,Female,SUV,0
8664,Male,Sedan,0
8665,Female,Coupe,0
8666,Female,Sedan,0
8667,Female,Sedan,1
8668,Male,Hatchback,0
8669,Male,Hatchback,0
8670,Male,SUV,0
8671,Female,Hatchback,1
8672,Female,Coupe,0
8673,Male,Hatchback,0
8674,Female,SUV,1
8675,Female,Convertible,0
8676,Female,Convertible,1
8677,Female,MUV,0
8678,Male,SUV,0
8679,Female,Convertible,1
8680,Female,Sedan,0
8681,Male,Sedan,0
8682,Male,SUV,0
8683,Female,MUV,0
8684,Female,MUV,0
8685,Male,Convertible,0
8686,Male,MUV,1
8687,Male,MUV,0
8688,Male,SUV,1
8689,Male,Coupe,1
8690,Male,Hatchback,0
8691,Male,Convertible,0
8692,Male,SUV,0
8693,Female,Sedan,0
8694,Male,Sedan,1
8695,Male,Sedan,1
8696,Female,SUV,0
8697,Female,MUV,0
8698,Female,MUV,0
8699,Female,Hatchback,1
8700,Male,SUV,0
8701,Female,SUV,0
8702,Female,MUV,1
8703,Male,Convertible,1
8704,Female,Convertible,1
8705,Male,Hatchback,0
8706,Male,Coupe,1
8707,Male,MUV,0
8708,Male,Hatchback,0
8709,Female,Convertible,0
8710,Male,Convertible,1
8711,Male,SUV,0
8712,Male,SUV,0
8713,Male,Hatchback,0
8714,Female,SUV,0
8715,Female,SUV,0
8716,Male,Convertible,1
8717,Female,Convertible,1
8718,Male,Sedan,0
8719,Female,Convertible,1
8720,Male,MUV,1
8721,Female,Hatchback,0
8722,Female,Sedan,1
8723,Male,MUV,1
8724,Male,Convertible,1
8725,Male,Sedan,1
8726,Male,MUV,1
8727,Female,Coupe,0
8728,Female,Convertible,1
8729,Female,Sedan,0
8730,Male,SUV,0
8731,Female,Sedan,0
8732,Female,Sedan,1
8733,Male,Convertible,0
8734,Female,Hatchback,0
8735,Female,Hatchback,0
8736,Female,Coupe,0
8737,Male,SUV,0
8738,Male,Convertible,0
8739,Male,SUV,0
8740,Female,Hatchback,1
8741,Male,SUV,1
8742,Female,Coupe,1
8743,Female,Hatchback,1
8744,Male,MUV,1
8745,Male,Convertible,1
8746,Female,Sedan,1
8747,Male,Convertible,1
8748,Female,Hatchback,1
8749,Male,Coupe,0
8750,Male,MUV,1
8751,Female,MUV,0
8752,Female,MUV,1
8753,Female,Convertible,0
8754,Male,MUV,0
8755,Female,MUV,0
8756,Male,Hatchback,0
8757,Female,Sedan,1
8758,Female,Convertible,0
8759,Female,Sedan,0
8760,Female,Sedan,1
8761,Female,Hatchback,1
8762,Male,Hatchback,0
8763,Male,MUV,1
8764,Male,Sedan,1
8765,Female,SUV,0
8766,Female,Hatchback,1
8767,Male,Hatchback,1
8768,Female,MUV,0
8769,Male,Convertible,0
8770,Male,Sedan,0
8771,Female,Convertible,1
8772,Female,Sedan,0
8773,Female,Coupe,1
8774,Female,Coupe,0
8775,Female,Coupe,1
8776,Female,Coupe,1
8777,Male,SUV,1
8778,Female,MUV,0
