,category,target
5371,Male,0
5372,Female,1
5373,Male,1
5374,Female,0
5375,Female,0
5376,Male,1
5377,Female,0
5378,Male,1
5379,Female,1
5380,Female,1
5381,Female,0
5382,Male,0
5383,Male,1
5384,Male,1
5385,Female,1
5386,Male,0
5387,Male,0
5388,Female,0
5389,Male,0
5390,Female,1
5391,Female,1
5392,Female,0
5393,Female,1
5394,Male,1
5395,Male,0
5396,Female,1
5397,Male,0
5398,Female,0
5399,Female,0
5400,Male,1
5401,Male,0
5402,Male,0
5403,Male,1
5404,Female,0
5405,Female,1
5406,Male,0
5407,Female,0
5408,Male,0
5409,Female,0
5410,Female,1
5411,Female,1
5412,Female,1
5413,Male,0
5414,Female,0
5415,Male,1
5416,Female,1
5417,Male,0
5418,Male,1
5419,Male,0
5420,Female,0
5421,Female,1
5422,Female,1
5423,Female,0
5424,Female,0
5425,Female,1
5426,Male,1
5427,Male,1
5428,Male,1
5429,Female,0
5430,Female,1
5431,Female,1
5432,Male,0
5433,Female,1
5434,Female,0
5435,Female,0
5436,Female,1
5437,Female,1
5438,Male,0
5439,Female,1
5440,Male,0
5441,Male,0
5442,Male,1
5443,Female,1
5444,Female,0
5445,Male,1
5446,Male,1
5447,Female,1
5448,Female,0
5449,Female,0
5450,Male,0
5451,Male,1
5452,Female,1
5453,Female,0
5454,Male,0
5455,Female,0
5456,Male,0
5457,Male,1
5458,Male,1
5459,Male,0
5460,Female,0
5461,Female,1
5462,Female,1
5463,Male,0
5464,Female,1
5465,Male,1
5466,Male,1
5467,Female,1
5468,Male,0
5469,Female,0
5470,Female,1
5471,Female,0
5472,Female,1
5473,Female,1
5474,Female,1
5475,Female,1
5476,Female,0
5477,Female,1
5478,Male,1
5479,Female,0
5480,Male,1
5481,Male,0
5482,Male,1
5483,Male,0
5484,Male,1
5485,Male,1
5486,Male,1
5487,Male,0
5488,Male,0
5489,Female,1
5490,Female,1
5491,Female,0
5492,Female,1
5493,Female,0
5494,Female,0
5495,Male,0
5496,Female,1
5497,Male,0
5498,Female,0
5499,Female,1
5500,Female,0
5501,Male,0
5502,Male,0
5503,Male,0
5504,Female,0
5505,Male,0
5506,Female,1
5507,Female,1
5508,Female,1
5509,Female,0
5510,Female,0
5511,Female,1
5512,Female,1
5513,Male,1
5514,Female,1
5515,Male,1
5516,Female,1
5517,Female,0
5518,Male,0
5519,Female,0
5520,Female,0
5521,Male,0
5522,Male,0
5523,Male,1
5524,Male,0
5525,Male,1
5526,Female,1
5527,Male,0
5528,Male,0
5529,Female,1
5530,Male,0
5531,Female,0
5532,Male,1
5533,Male,1
5534,Male,1
5535,Female,0
5536,Female,1
5537,Female,1
5538,Male,0
5539,Male,0
5540,Female,1
5541,Male,0
5542,Male,0
5543,Male,1
5544,Female,1
5545,Female,0
5546,Male,1
5547,Male,1
5548,Male,1
5549,Male,1
5550,Male,0
5551,Female,0
5552,Female,0
5553,Female,1
5554,Male,1
5555,Female,1
5556,Male,1
5557,Male,1
5558,Female,0
5559,Male,0
5560,Female,0
5561,Male,0
5562,Male,0
5563,Female,0
5564,Female,0
5565,Male,0
5566,Female,0
5567,Male,0
5568,Female,1
5569,Female,1
5570,Female,1
5571,Male,0
5572,Female,0
5573,Female,1
5574,Female,0
5575,Male,1
5576,Male,0
5577,Female,1
5578,Female,0
5579,Female,1
5580,Female,0
5581,Female,1
5582,Male,1
5583,Male,0
5584,Female,0
5585,Male,0
5586,Female,1
5587,Male,1
5588,Female,0
5589,Male,1
5590,Male,0
5591,Male,0
5592,Male,1
5593,Male,0
5594,Female,1
5595,Female,0
5596,Male,1
5597,Male,0
5598,Male,1
5599,Female,1
5600,Female,1
5601,Female,0
5602,Female,0
5603,Male,0
5604,Male,0
5605,Female,0
5606,Female,1
5607,Female,1
5608,Female,1
5609,Male,0
5610,Male,0
5611,Female,0
5612,Female,1
5613,Male,0
5614,Female,0
5615,Male,1
5616,Female,1
5617,Male,1
5618,Male,0
5619,Male,0
5620,Female,0
5621,Female,1
5622,Female,0
5623,Female,0
5624,Female,0
5625,Male,1
5626,Female,0
5627,Female,0
5628,Male,0
5629,Male,1
5630,Male,0
5631,Female,0
5632,Male,0
5633,Female,1
5634,Male,1
5635,Male,0
5636,Male,1
5637,Male,1
5638,Male,1
5639,Female,0
5640,Female,0
5641,Female,0
5642,Male,0
5643,Female,0
5644,Female,1
5645,Male,1
5646,Male,1
5647,Female,1
5648,Female,1
5649,Male,1
5650,Male,1
5651,Male,1
5652,Female,0
5653,Female,1
5654,Female,0
5655,Female,1
5656,Male,1
5657,Female,0
5658,Male,1
5659,Female,1
5660,Female,0
5661,Female,0
5662,Female,0
5663,Female,0
5664,Female,1
5665,Female,1
5666,Female,0
5667,Male,1
5668,Male,0
5669,Female,1
5670,Male,0
5671,Male,1
5672,Female,1
5673,Female,0
5674,Male,0
5675,Female,1
5676,Female,1
5677,Female,0
5678,Female,1
5679,Male,0
5680,Male,0
5681,Female,0
5682,Male,1
5683,Male,0
5684,Female,0
5685,Male,0
5686,Female,0
5687,Female,1
5688,Male,0
5689,Female,1
5690,Female,1
5691,Male,1
5692,Male,0
5693,Male,1
5694,Male,1
5695,Male,1
5696,Male,1
5697,Female,0
5698,Male,1
5699,Male,1
5700,Female,0
5701,Male,0
5702,Female,1
5703,Male,0
5704,Male,1
5705,Female,0
5706,Female,1
5707,Male,0
5708,Male,0
5709,Male,1
5710,Male,1
5711,Female,0
5712,Female,0
5713,Female,1
5714,Male,1
5715,Male,0
5716,Male,0
5717,Male,0
5718,Female,0
5719,Female,1
5720,Female,1
5721,Male,0
5722,Female,0
5723,Female,1
5724,Female,1
5725,Female,1
5726,Female,0
5727,Male,0
5728,Male,1
5729,Female,0
5730,Female,0
5731,Male,0
5732,Female,1
5733,Male,1
5734,Female,1
5735,Female,0
5736,Male,0
5737,Male,0
5738,Male,0
5739,Male,1
5740,Male,1
5741,Female,0
5742,Female,1
5743,Male,1
5744,Male,1
5745,Female,1
5746,Male,1
5747,Female,1
5748,Female,0
5749,Male,0
5750,Male,1
5751,Female,0
5752,Male,1
5753,Female,0
5754,Female,1
5755,Male,0
5756,Female,0
5757,Male,1
5758,Female,0
5759,Female,0
5760,Female,0
5761,Female,1
5762,Female,0
5763,Female,1
5764,Female,0
5765,Male,0
5766,Male,1
5767,Female,1
5768,Female,0
5769,Female,1
5770,Female,0
5771,Female,0
5772,Female,0
5773,Male,1
5774,Male,1
5775,Female,1
5776,Female,0
5777,Female,0
5778,Female,1
5779,Male,0
5780,Female,0
5781,Female,1
5782,Male,1
5783,Male,1
5784,Male,1
5785,Female,1
5786,Male,1
5787,Male,0
5788,Male,1
5789,Female,1
5790,Female,1
5791,Female,0
5792,Male,1
5793,Male,0
5794,Female,1
5795,Female,0
5796,Male,1
5797,Female,1
5798,Male,0
5799,Female,0
5800,Male,0
5801,Male,0
5802,Female,0
5803,Male,1
5804,Female,0
5805,Female,0
5806,Male,0
5807,Male,1
5808,Male,1
5809,Female,0
5810,Female,0
5811,Female,0
5812,Male,1
5813,Female,1
5814,Male,0
5815,Female,0
5816,Male,0
5817,Female,0
5818,Female,1
5819,Male,1
5820,Female,1
5821,Female,1
5822,Female,1
5823,Female,1
5824,Male,0
5825,Male,1
5826,Female,0
5827,Female,0
5828,Female,0
5829,Male,0
5830,Male,0
5831,Female,0
5832,Female,0
5833,Male,0
5834,Female,1
5835,Female,1
5836,Male,1
5837,Female,0
5838,Male,0
5839,Male,0
5840,Female,1
5841,Female,1
5842,Male,0
5843,Female,0
5844,Female,0
5845,Female,0
5846,Female,0
5847,Male,1
5848,Male,0
5849,Female,0
5850,Female,0
5851,Female,1
5852,Male,0
5853,Female,0
5854,Female,0
5855,Female,0
5856,Female,0
5857,Male,0
5858,Female,0
5859,Female,0
5860,Female,0
5861,Female,0
5862,Female,1
5863,Male,1
5864,Male,0
5865,Male,0
5866,Female,0
5867,Male,1
5868,Female,1
5869,Male,1
5870,Female,0
5871,Female,0
5872,Male,0
5873,Female,1
5874,Female,1
5875,Male,0
5876,Female,0
5877,Female,0
5878,Female,1
5879,Male,1
5880,Male,1
5881,Male,1
5882,Male,1
5883,Female,0
5884,Male,0
5885,Male,1
5886,Female,1
5887,Female,0
5888,Female,1
5889,Male,0
5890,Male,1
5891,Male,1
5892,Female,0
5893,Female,0
5894,Male,0
5895,Male,0
5896,Female,1
5897,Male,1
5898,Male,1
5899,Male,1
5900,Male,0
5901,Female,0
5902,Female,0
5903,Female,0
5904,Female,1
5905,Female,0
5906,Male,1
5907,Female,0
5908,Female,1
5909,Male,1
5910,Female,1
5911,Male,1
5912,Female,0
5913,Female,0
5914,Female,0
5915,Female,1
5916,Female,1
5917,Male,0
5918,Male,0
5919,Male,0
5920,Male,0
5921,Female,0
5922,Female,0
5923,Female,0
5924,Female,0
5925,Female,0
5926,Male,1
5927,Male,0
5928,Male,0
5929,Male,1
5930,Male,1
5931,Male,0
5932,Female,1
5933,Male,1
5934,Female,0
5935,Male,1
5936,Male,0
5937,Male,1
5938,Female,1
5939,Female,0
5940,Female,1
5941,Male,0
5942,Female,0
5943,Male,1
5944,Female,0
5945,Female,1
5946,Male,1
5947,Female,1
5948,Female,1
5949,Female,1
5950,Male,1
5951,Female,0
5952,Male,1
5953,Male,1
5954,Female,1
5955,Male,0
5956,Female,0
5957,Female,1
5958,Male,1
5959,Male,0
5960,Male,1
5961,Male,0
5962,Female,1
5963,Female,0
5964,Male,1
5965,Female,0
5966,Male,0
5967,Male,1
5968,Female,1
5969,Female,1
5970,Male,0
5971,Female,0
5972,Male,0
5973,Male,0
5974,Female,1
5975,Female,0
5976,Male,0
5977,Male,0
5978,Female,1
5979,Female,0
5980,Female,1
5981,Female,1
5982,Male,0
5983,Female,0
5984,Male,1
5985,Male,0
5986,Male,0
5987,Male,0
5988,Female,1
5989,Female,0
5990,Female,1
5991,Female,0
5992,Male,0
5993,Female,0
5994,Female,1
5995,Male,1
5996,Male,1
5997,Female,1
5998,Male,1
5999,Male,1
6000,Male,0
6001,Female,1
6002,Female,0
6003,Female,1
6004,Male,0
6005,Male,1
6006,Male,1
6007,Male,0
6008,Male,0
6009,Female,1
6010,Female,0
6011,Male,0
6012,Female,1
6013,Male,1
6014,Male,1
6015,Female,0
6016,Female,0
6017,Male,1
6018,Male,1
6019,Male,0
6020,Male,1
6021,Female,0
6022,Female,0
6023,Female,0
6024,Male,0
6025,Female,0
6026,Female,0
6027,Male,1
6028,Male,0
6029,Female,0
6030,Female,0
6031,Male,1
6032,Female,0
6033,Male,1
6034,Male,1
6035,Male,0
6036,Female,0
6037,Female,0
6038,Male,1
6039,Male,1
6040,Female,1
6041,Female,0
6042,Male,1
6043,Male,1
6044,Female,1
6045,Female,1
6046,Male,0
6047,Female,0
6048,Male,0
6049,Female,1
6050,Female,1
6051,Male,0
6052,Female,0
6053,Male,1
6054,Female,1
6055,Female,0
6056,Female,0
6057,Male,0
6058,Male,0
6059,Male,0
6060,Male,0
6061,Female,1
6062,Male,0
6063,Female,0
6064,Female,0
6065,Male,1
6066,Female,0
6067,Female,1
6068,Male,0
6069,Male,0
6070,Male,0
6071,Male,1
6072,Female,1
6073,Female,0
6074,Male,1
6075,Female,1
6076,Female,1
6077,Female,1
6078,Male,0
6079,Male,0
6080,Female,0
6081,Male,0
6082,Male,1
6083,Male,1
6084,Female,1
6085,Female,0
6086,Male,0
6087,Male,0
6088,Male,1
6089,Female,1
6090,Male,0
6091,Female,1
6092,Male,1
6093,Male,1
6094,Female,0
6095,Female,0
6096,Male,1
6097,Male,1
6098,Female,0
6099,Male,1
6100,Female,0
6101,Female,0
6102,Male,0
6103,Male,0
6104,Female,0
6105,Male,1
6106,Female,0
6107,Female,1
6108,Female,1
6109,Female,0
6110,Male,0
6111,Male,0
6112,Male,1
6113,Female,0
6114,Female,0
6115,Male,0
6116,Male,1
6117,Female,1
6118,Male,1
6119,Female,1
6120,Female,0
6121,Female,1
6122,Male,1
6123,Female,1
6124,Male,0
6125,Male,1
6126,Female,1
6127,Male,1
6128,Female,1
6129,Female,1
6130,Male,0
6131,Male,0
6132,Male,0
6133,Female,1
6134,Female,0
6135,Female,1
6136,Female,0
6137,Female,0
6138,Male,0
6139,Female,1
6140,Male,1
6141,Female,1
6142,Male,0
6143,Male,1
6144,Female,1
6145,Male,0
6146,Female,1
6147,Female,0
6148,Male,0
6149,Male,0
6150,Female,0
6151,Male,1
6152,Female,0
6153,Female,0
6154,Male,1
6155,Male,0
6156,Male,0
6157,Female,1
6158,Female,0
6159,Female,0
6160,Female,0
6161,Female,1
6162,Female,1
6163,Male,0
6164,Female,0
6165,Female,0
6166,Female,0
6167,Male,0
6168,Female,0
6169,Female,1
6170,Female,1
6171,Female,0
6172,Female,1
6173,Male,0
6174,Male,0
6175,Female,0
6176,Male,1
6177,Male,1
6178,Female,0
6179,Male,1
6180,Male,0
6181,Male,1
6182,Female,0
6183,Male,1
6184,Female,0
6185,Female,1
6186,Female,1
6187,Male,1
6188,Female,0
6189,Male,1
6190,Female,1
6191,Female,0
6192,Female,1
6193,Female,0
6194,Female,1
6195,Female,0
6196,Female,0
6197,Male,0
6198,Female,0
6199,Male,1
6200,Female,0
6201,Male,0
6202,Female,1
6203,Male,1
6204,Female,0
6205,Male,1
6206,Female,1
6207,Male,1
6208,Male,0
6209,Male,0
6210,Male,0
6211,Male,1
6212,Male,1
6213,Male,0
6214,Male,0
6215,Male,1
6216,Male,1
6217,Female,1
6218,Male,1
6219,Female,0
6220,Female,1
6221,Female,0
6222,Male,0
6223,Female,0
6224,Male,1
6225,Male,1
6226,Male,0
6227,Female,0
6228,Male,1
6229,Female,0
6230,Female,0
6231,Female,1
6232,Female,1
6233,Male,0
6234,Female,1
6235,Male,0
6236,Female,1
6237,Male,0
6238,Male,0
6239,Female,1
6240,Male,0
6241,Female,1
6242,Female,1
6243,Male,0
6244,Male,0
6245,Male,0
6246,Male,0
6247,Female,1
6248,Male,0
6249,Female,1
6250,Female,0
6251,Female,1
6252,Male,1
6253,Male,1
6254,Male,1
6255,Male,0
6256,Male,1
6257,Female,0
6258,Female,0
6259,Female,1
6260,Male,0
6261,Female,0
6262,Female,1
6263,Male,0
6264,Female,0
6265,Male,0
6266,Female,1
6267,Male,0
6268,Female,1
6269,Female,1
6270,Female,1
6271,Female,1
6272,Female,0
6273,Female,0
6274,Male,0
6275,Female,0
6276,Female,0
6277,Male,1
6278,Female,1
6279,Female,1
6280,Female,0
6281,Female,0
6282,Male,1
6283,Male,0
6284,Female,0
6285,Female,1
6286,Male,1
6287,Female,0
6288,Male,0
6289,Female,0
6290,Male,0
6291,Male,1
6292,Male,1
6293,Female,1
6294,Male,0
6295,Female,0
6296,Male,0
6297,Male,0
6298,Male,1
6299,Male,1
6300,Female,0
6301,Female,1
6302,Female,1
6303,Female,0
6304,Male,1
6305,Male,1
6306,Female,1
6307,Female,1
6308,Female,0
6309,Male,1
6310,Female,1
6311,Female,0
6312,Male,0
6313,Male,0
6314,Male,0
6315,Female,1
6316,Male,0
6317,Female,1
6318,Female,1
6319,Female,1
6320,Male,0
6321,Male,0
6322,Female,0
6323,Male,0
6324,Male,1
6325,Male,0
6326,Female,1
6327,Male,0
6328,Female,1
6329,Male,1
6330,Female,0
6331,Female,1
6332,Male,0
6333,Female,1
6334,Male,0
6335,Female,0
6336,Male,0
6337,Female,1
6338,Female,1
6339,Female,1
6340,Female,0
6341,Male,1
6342,Female,1
6343,Male,0
6344,Female,0
6345,Female,0
6346,Female,0
6347,Female,1
6348,Male,0
6349,Male,0
6350,Male,0
6351,Female,1
6352,Female,1
6353,Male,0
6354,Female,1
6355,Female,0
6356,Male,1
6357,Male,1
6358,Male,1
6359,Male,1
6360,Male,0
6361,Female,0
6362,Male,0
6363,Male,1
6364,Male,0
6365,Male,1
6366,Female,0
6367,Female,1
6368,Male,1
6369,Female,1
6370,Male,1
6371,Female,1
6372,Male,0
6373,Female,1
6374,Male,0
6375,Female,1
6376,Female,0
6377,Female,0
6378,Male,0
6379,Female,1
6380,Male,1
6381,Male,1
6382,Male,1
6383,Male,1
6384,Male,0
6385,Female,0
6386,Male,0
6387,Female,0
6388,Female,1
6389,Male,1
6390,Male,0
6391,Female,0
6392,Female,1
6393,Female,0
6394,Female,0
6395,Male,1
6396,Female,0
6397,Male,0
6398,Male,0
6399,Female,1
6400,Male,0
6401,Female,0
6402,Female,1
6403,Female,0
6404,Male,0
6405,Male,0
6406,Male,0
6407,Female,1
6408,Male,1
6409,Female,1
6410,Female,0
6411,Male,0
6412,Female,0
6413,Female,1
6414,Male,1
6415,Female,1
6416,Male,0
6417,Female,0
6418,Female,0
6419,Female,1
6420,Male,0
6421,Male,0
6422,Female,0
6423,Male,0
6424,Female,0
6425,Female,0
6426,Male,0
6427,Female,1
6428,Male,1
6429,Male,0
6430,Male,1
6431,Male,0
6432,Male,1
6433,Female,1
6434,Female,0
6435,Female,1
6436,Female,1
6437,Female,0
6438,Female,1
6439,Male,1
6440,Female,0
6441,Female,0
6442,Male,1
6443,Male,1
6444,Female,0
6445,Female,1
6446,Female,1
6447,Male,0
6448,Female,0
6449,Male,0
6450,Male,1
6451,Male,1
6452,Female,0
6453,Female,0
6454,Male,1
6455,Male,1
6456,Female,0
6457,Female,0
6458,Male,1
6459,Female,1
6460,Female,0
6461,Male,0
6462,Female,0
6463,Male,0
6464,Male,0
6465,Male,0
6466,Male,1
6467,Male,0
6468,Male,1
6469,Female,0
6470,Male,1
6471,Male,1
6472,Male,1
6473,Male,1
6474,Female,0
6475,Male,0
6476,Female,0
6477,Male,0
6478,Female,0
6479,Female,1
6480,Male,0
6481,Male,1
6482,Male,1
6483,Female,0
6484,Female,0
6485,Male,1
6486,Male,1
6487,Male,0
6488,Female,1
6489,Female,0
6490,Male,0
6491,Male,1
6492,Male,0
6493,Female,0
6494,Female,0
6495,Female,1
6496,Male,1
6497,Male,0
6498,Female,1
6499,Female,1
6500,Female,0
6501,Male,1
6502,Female,1
6503,Female,1
6504,Female,1
6505,Female,1
6506,Female,0
6507,Female,0
6508,Male,0
6509,Male,0
6510,Male,0
6511,Male,1
6512,Female,0
6513,Female,0
6514,Male,0
6515,Female,0
6516,Male,1
6517,Male,0
6518,Male,0
6519,Female,0
6520,Female,0
6521,Male,1
6522,Female,0
6523,Male,1
6524,Male,1
6525,Male,1
6526,Female,1
6527,Female,1
6528,Male,1
6529,Female,0
6530,Male,1
6531,Female,1
6532,Female,0
6533,Male,1
6534,Female,0
6535,Female,0
6536,Female,0
6537,Female,0
6538,Female,0
6539,Female,0
6540,Male,0
6541,Male,0
6542,Male,1
6543,Female,0
6544,Male,0
6545,Male,0
6546,Female,1
6547,Male,0
6548,Male,1
6549,Female,1
6550,Female,0
6551,Male,1
6552,Male,1
6553,Female,1
6554,Male,0
6555,Male,0
6556,Female,1
6557,Male,0
6558,Female,0
6559,Female,0
6560,Female,1
6561,Male,0
6562,Female,0
6563,Male,1
6564,Male,0
6565,Male,1
6566,Male,0
6567,Female,1
6568,Female,1
6569,Male,0
6570,Male,1
6571,Male,1
6572,Male,0
6573,Female,0
6574,Female,1
6575,Male,1
6576,Male,1
6577,Female,0
6578,Female,1
6579,Female,0
6580,Female,1
6581,Female,1
6582,Male,1
6583,Male,1
6584,Female,1
6585,Male,0
6586,Male,0
6587,Male,0
6588,Female,0
6589,Female,1
6590,Female,0
6591,Female,0
6592,Male,0
6593,Male,1
6594,Male,0
6595,Male,1
6596,Male,1
6597,Female,1
6598,Male,1
6599,Female,0
6600,Female,1
6601,Female,0
6602,Male,0
6603,Female,1
6604,Male,1
6605,Female,1
6606,Female,0
6607,Female,1
6608,Male,1
6609,Male,1
6610,Female,1
6611,Male,1
6612,Male,0
6613,Male,0
6614,Female,0
6615,Female,1
6616,Male,1
6617,Male,0
6618,Male,1
6619,Female,1
6620,Male,1
6621,Male,1
6622,Female,1
6623,Male,0
6624,Female,0
6625,Female,0
6626,Female,0
6627,Male,1
6628,Male,0
6629,Male,1
6630,Male,0
6631,Male,1
6632,Male,0
6633,Female,0
6634,Male,1
6635,Female,1
6636,Female,0
6637,Male,0
6638,Female,1
6639,Female,1
6640,Female,1
6641,Female,0
6642,Male,0
6643,Male,1
6644,Female,1
6645,Male,0
6646,Female,1
6647,Male,1
6648,Male,1
6649,Male,0
6650,Female,1
6651,Male,0
6652,Female,0
6653,Female,0
6654,Male,0
6655,Male,0
6656,Female,1
6657,Male,1
6658,Female,0
6659,Female,1
6660,Female,0
6661,Female,1
6662,Female,0
6663,Male,1
6664,Female,0
6665,Female,1
6666,Male,1
6667,Male,1
6668,Female,0
6669,Male,1
6670,Female,0
6671,Male,0
6672,Female,0
6673,Female,1
6674,Male,0
6675,Female,1
6676,Male,0
6677,Female,0
6678,Male,0
6679,Female,0
6680,Female,1
6681,Female,0
6682,Male,1
6683,Male,1
6684,Female,0
6685,Female,1
6686,Female,0
6687,Female,1
6688,Male,0
6689,Male,1
6690,Male,1
6691,Female,0
6692,Male,1
6693,Female,1
6694,Male,0
6695,Female,1
6696,Male,0
6697,Male,1
6698,Female,0
6699,Female,1
6700,Male,1
6701,Female,1
6702,Female,1
6703,Male,1
6704,Female,0
6705,Female,1
6706,Male,0
6707,Female,0
6708,Male,0
6709,Female,0
6710,Female,0
6711,Male,1
6712,Male,0
6713,Female,0
6714,Female,0
6715,Female,0
6716,Male,0
6717,Female,0
6718,Male,0
6719,Female,0
6720,Male,1
6721,Male,0
6722,Male,1
6723,Male,1
6724,Female,0
6725,Female,0
6726,Male,0
6727,Female,0
6728,Female,0
6729,Female,0
6730,Female,0
6731,Male,1
6732,Female,0
6733,Male,0
6734,Male,0
6735,Male,1
6736,Female,0
6737,Male,0
6738,Female,1
6739,Male,0
6740,Female,0
6741,Female,1
6742,Female,0
6743,Female,0
6744,Male,1
6745,Female,1
6746,Female,1
6747,Female,0
6748,Female,0
6749,Female,1
6750,Female,1
6751,Male,1
6752,Female,0
6753,Female,1
6754,Female,0
6755,Male,0
6756,Male,1
6757,Female,0
6758,Male,1
6759,Male,0
6760,Male,1
6761,Female,0
6762,Male,0
6763,Female,0
6764,Female,1
6765,Male,0
6766,Female,0
6767,Male,0
6768,Male,0
6769,Female,0
6770,Male,1
6771,Male,1
6772,Male,1
6773,Female,1
6774,Male,1
6775,Male,1
6776,Male,1
6777,Male,1
6778,Male,1
6779,Male,1
6780,Female,0
6781,Male,0
6782,Female,0
6783,Male,0
6784,Female,0
6785,Male,0
6786,Female,1
6787,Male,1
6788,Female,1
6789,Female,0
6790,Male,0
6791,Female,1
6792,Male,1
6793,Male,0
6794,Female,0
6795,Female,0
6796,Female,1
6797,Male,0
6798,Female,0
6799,Male,1
6800,Male,0
6801,Female,1
6802,Female,0
6803,Female,1
6804,Female,0
6805,Female,0
6806,Male,1
6807,Female,0
6808,Male,0
6809,Male,1
6810,Male,1
6811,Female,1
6812,Female,1
6813,Female,1
6814,Female,0
6815,Female,0
6816,Male,0
6817,Female,1
6818,Male,0
6819,Male,0
6820,Female,0
6821,Female,0
6822,Male,1
6823,Female,1
6824,Male,0
6825,Female,1
6826,Female,0
6827,Female,1
6828,Male,1
6829,Male,1
6830,Female,0
6831,Female,1
6832,Male,1
6833,Male,1
6834,Female,1
6835,Male,0
6836,Female,0
6837,Female,0
6838,Female,0
6839,Male,0
6840,Female,0
6841,Male,1
6842,Female,1
6843,Male,0
6844,Female,0
6845,Female,1
6846,Female,0
6847,Male,1
6848,Female,1
6849,Male,0
6850,Female,1
6851,Male,1
6852,Female,1
6853,Male,1
6854,Female,1
6855,Female,0
6856,Female,0
6857,Male,1
6858,Female,0
6859,Female,0
6860,Male,1
6861,Female,1
6862,Female,1
6863,Male,1
6864,Male,1
6865,Male,1
6866,Female,1
6867,Female,0
6868,Female,0
6869,Male,0
6870,Female,0
6871,Male,0
6872,Male,0
6873,Male,0
6874,Male,0
6875,Female,1
6876,Female,0
6877,Female,1
6878,Male,1
6879,Female,1
6880,Male,1
6881,Female,1
6882,Male,0
6883,Male,0
6884,Male,1
6885,Male,0
6886,Female,0
6887,Female,1
6888,Female,0
6889,Female,0
6890,Male,0
6891,Male,0
6892,Male,0
6893,Male,1
6894,Female,1
6895,Female,1
6896,Female,0
6897,Female,1
6898,Male,1
6899,Female,1
6900,Male,1
6901,Female,1
6902,Female,0
6903,Male,0
6904,Female,0
6905,Male,1
6906,Female,1
6907,Male,0
6908,Female,0
6909,Female,1
6910,Female,1
6911,Male,0
6912,Male,0
6913,Male,1
6914,Male,1
6915,Male,0
6916,Female,1
6917,Female,0
6918,Male,0
6919,Male,0
6920,Female,1
6921,Male,0
6922,Female,1
6923,Female,1
6924,Female,1
6925,Female,1
6926,Female,1
6927,Male,1
6928,Male,1
6929,Male,0
6930,Male,0
6931,Male,1
6932,Male,0
6933,Female,0
6934,Male,0
6935,Male,1
6936,Female,1
6937,Male,0
6938,Male,1
6939,Female,1
6940,Male,0
6941,Male,0
6942,Male,0
6943,Male,1
6944,Female,1
6945,Female,1
6946,Female,1
6947,Male,0
6948,Male,0
6949,Male,0
6950,Male,1
6951,Female,0
6952,Male,0
6953,Female,0
6954,Male,1
6955,Female,1
6956,Male,1
6957,Male,0
6958,Female,1
6959,Male,0
6960,Female,1
6961,Female,1
6962,Male,1
6963,Male,0
6964,Male,1
6965,Male,1
6966,Male,0
6967,Male,0
6968,Female,0
6969,Female,1
6970,Female,0
6971,Female,0
6972,Male,0
6973,Male,1
6974,Male,0
6975,Female,1
6976,Male,0
6977,Male,0
6978,Male,1
6979,Male,1
6980,Female,1
6981,Female,1
6982,Male,1
6983,Female,0
6984,Female,1
6985,Female,0
6986,Female,1
6987,Male,1
6988,Female,0
6989,Female,1
6990,Male,1
6991,Female,0
6992,Male,1
6993,Female,1
6994,Female,1
6995,Male,0
6996,Female,0
6997,Male,0
6998,Male,1
6999,Male,0
7000,Male,1
7001,Female,0
7002,Female,1
7003,Male,1
7004,Female,1
7005,Male,0
7006,Female,0
7007,Female,0
7008,Male,0
7009,Female,0
7010,Female,1
7011,Male,1
7012,Female,0
7013,Female,0
7014,Male,1
7015,Male,0
7016,Female,0
7017,Male,1
7018,Male,1
7019,Female,0
7020,Male,1
7021,Female,0
7022,Male,1
7023,Male,1
7024,Female,0
7025,Female,1
7026,Female,1
7027,Male,1
7028,Male,0
7029,Female,1
7030,Male,1
7031,Male,1
7032,Male,0
7033,Female,1
7034,Male,1
7035,Male,0
7036,Male,1
7037,Female,0
7038,Female,0
7039,Male,0
7040,Female,1
7041,Female,0
7042,Male,0
7043,Female,0
7044,Male,0
7045,Male,1
7046,Male,0
7047,Male,1
7048,Male,0
7049,Female,0
7050,Female,1
7051,Male,1
7052,Male,1
7053,Male,0
7054,Female,1
7055,Female,0
7056,Female,0
7057,Male,0
7058,Male,1
7059,Female,1
7060,Male,1
7061,Female,1
7062,Male,0
7063,Female,1
7064,Male,1
7065,Male,1
7066,Male,0
7067,Male,0
7068,Female,1
7069,Male,0
7070,Male,1
7071,Female,0
7072,Male,1
7073,Female,0
7074,Male,1
7075,Female,1
7076,Male,1
7077,Male,1
7078,Male,0
7079,Female,0
7080,Female,0
7081,Male,0
7082,Female,1
7083,Female,0
7084,Male,1
7085,Male,0
7086,Female,1
7087,Male,1
7088,Male,1
7089,Male,0
7090,Male,0
7091,Male,0
7092,Female,1
7093,Male,0
7094,Female,0
7095,Female,1
7096,Female,1
7097,Male,0
7098,Female,0
7099,Female,0
7100,Male,0
7101,Female,1
7102,Male,1
7103,Female,1
7104,Male,0
7105,Female,0
7106,Female,1
7107,Male,0
7108,Female,0
7109,Male,1
7110,Male,1
7111,Female,0
7112,Female,1
7113,Male,0
7114,Male,1
7115,Male,1
7116,Female,0
7117,Female,1
7118,Male,0
7119,Female,1
